company_id,company_name,industry,size_range,hq_location
1493,Paladin Consulting,Staffing and Recruiting,501-1000,"Dallas, Texas, US"
1494,STV,Civil Engineering,501-1000,"New York, NY, US"
1495,OpenTable,Hospitality,501-1000,"San Francisco, California, US"
1496,Republican National Committee,Political Organizations,11-50,"Washington, DC, US"
1497,Safelite,Retail,1000+,"Columbus, OH, US"
1498,Tradeweb,Financial Services,501-1000,"New York, NY, US"
1499,Advantage Resourcing,Staffing and Recruiting,201-500,"Cincinnati, Ohio, US"
1500,Bon Secours,Hospitals and Health Care,1000+,"Marriottsville, Maryland, US"
1501,Denver Public Schools,Primary and Secondary Education,1000+,"Denver, CO, US"
1502,Farm Bureau Financial Services,Insurance,501-1000,"West Des Moines, IA, US"
1503,Audible,Software Development,501-1000,"Newark, NJ, US"
1504,University of Missouri-Saint Louis,Higher Education,501-1000,"St. Louis, MO, US"
1505,"MedImpact Healthcare Systems, Inc.",Pharmaceutical Manufacturing,501-1000,"San Diego, CA, US"
1506,Day & Zimmermann,Construction,1000+,"Philadelphia, PA, US"
1507,"Graphic Packaging International, LLC",Packaging and Containers Manufacturing,1000+,"Atlanta, Georgia, US"
1508,Idaho National Laboratory,Research Services,501-1000,"Idaho Falls, ID, US"
1509,Rose International,Staffing and Recruiting,501-1000,"Chesterfield, MO, US"
1510,National Federation of Independent Business (NFIB),Non-profit Organizations,201-500,"Nashville, Tennessee, US"
1511,Culligan International,Manufacturing,1000+,"Rosemont, IL, US"
1512,Sentry,Insurance,501-1000,"Stevens Point, WI, US"
1513,SICK Sensor Intelligence,Automation Machinery Manufacturing,1000+,"Waldkirch, 0, DE"
1514,Trapeze Group,Software Development,501-1000,"Mississauga, Ontario, CA"
1515,University of Richmond,Higher Education,501-1000,"University of Richmond, VA, US"
1516,Welch's,Manufacturing,201-500,"Concord, MA, US"
1517,Miami Dade College,Higher Education,501-1000,"Miami, FL, US"
1518,"Americold Logistics, LLC.",Truck Transportation,1000+,"Atlanta, Georgia, US"
1519,Atlas Air,Airlines and Aviation,501-1000,"Purchase, NY, US"
1520,Circle K,Retail,1000+,"Laval, Québec, CA"
1521,EQT Corporation,Oil and Gas,201-500,"Pittsburgh, PA, US"
1522,Mimeo,Printing Services,201-500,"New York, 0, US"
1523,FCS Software Solutions Ltd,IT Services and IT Consulting,501-1000,"Noida, Uttar Pradesh, IN"
1524,Leica Microsystems,Medical Equipment Manufacturing,501-1000,"Wetzlar, 0, DE"
1525,Leviton,"Appliances, Electrical, and Electronics Manufacturing",501-1000,"Melville, New York, US"
1526,Conservation International,Non-profit Organizations,201-500,"Arlington, Virginia, US"
1527,Cracker Barrel,Restaurants,1000+,"Lebanon, Tn, US"
1528,DPR Construction,Construction,501-1000,"Redwood City, California, US"
1529,UNOPS,Non-profit Organizations,501-1000,"Copenhagen, 0, DK"
1530,Granite Construction,Construction,501-1000,"Watsonville, California, US"
1531,General Dynamics Electric Boat,Defense and Space Manufacturing,1000+,"Groton, Connecticut, US"
1532,Markem-Imaje,Automation Machinery Manufacturing,501-1000,"Vernier, Geneva, CH"
1533,PDF Solutions,Software Development,51-200,"Santa Clara, California, US"
1534,Pilgrim's,Food and Beverage Manufacturing,1000+,"Greeley, Colorado, US"
1535,Uline,Wholesale,501-1000,"Pleasant Prairie, WI, US"
1536,Yardi,Software Development,501-1000,"Santa Barbara, CA, US"
1537,CompHealth,Staffing and Recruiting,501-1000,"Midvale, Utah, US"
1538,Sensient Technologies Corporation,Chemical Manufacturing,501-1000,"Milwaukee, WI, US"
1539,Windstream,Telecommunications,1000+,"Little Rock, AR, US"
1540,Food Lion,Retail,1000+,"Salisbury, North Carolina, US"
1541,Brookhaven National Laboratory,Research Services,501-1000,"Upton, NY, US"
1542,Copyright Clearance Center (CCC),Information Services,201-500,"Danvers, MA, US"
1543,Crum & Forster,Insurance,501-1000,"Morristown, New Jersey, US"
1544,Detroit Medical Center,Hospitals and Health Care,1000+,"Detroit, Michigan, US"
1545,Children's Hospital of Michigan,Hospitals and Health Care,501-1000,"Detroit, Michigan, US"
1546,Exclusive Resorts,Hospitality,11-50,"Denver, CO, US"
1547,Federal Bureau of Prisons - Career Connections,Law Enforcement,1000+,"Washington, DC, US"
1548,Montclair State University,Higher Education,1000+,"Montclair, NJ, US"
1549,Scooter's Coffee,Food and Beverage Services,201-500,"Omaha, Nebraska, US"
1550,Holland & Hart LLP,Law Practice,201-500,"Denver, CO, US"
1551,Sargent & Lundy,IT Services and IT Consulting,501-1000,"Chicago, IL, US"
1552,Sierra Nevada Corporation,Defense and Space Manufacturing,501-1000,"Sparks, NV, US"
1553,Burns & McDonnell,Construction,1000+,"Kansas City, MO, US"
1554,ChristianaCare,Hospitals and Health Care,1000+,"Newark, Delaware, US"
1555,2K,Computer Games,501-1000,"Novato, California, US"
1556,Viking,Travel Arrangements,501-1000,"Basel, Switzerland, CH"
1557,HealthFitness,Wellness and Fitness Services,501-1000,"Lake Forest, IL, US"
1558,Hexcel Corporation,Aviation and Aerospace Component Manufacturing,501-1000,"Stamford, CT, US"
1559,HMSHost,Food and Beverage Services,1000+,"0, 0, US"
1560,IREX,Non-profit Organizations,51-200,"Washington, DC, US"
1561,Pernod Ricard,Beverage Manufacturing,1000+,"Paris, Ile-de-France, FR"
1562,CuraScript SD by Evernorth,Pharmaceutical Manufacturing,51-200,"Lake Mary, FL, US"
1563,Genmab,Biotechnology Research,501-1000,"Copenhagen V, 0, DK"
1564,"Loomis, Sayles & Company",Financial Services,201-500,"Boston, MA, US"
1565,Boys & Girls Clubs of America,Non-profit Organizations,201-500,"Atlanta, Georgia, US"
1566,SMX,IT Services and IT Consulting,501-1000,"Hollywood, MD, US"
1567,Hendrickson,Truck Transportation,501-1000,"Woodridge, IL, US"
1568,Rittal North America LLC,"Appliances, Electrical, and Electronics Manufacturing",201-500,"Schaumburg, Illinois, US"
1569,Sinclair Inc.,Broadcast Media Production and Distribution,501-1000,"Cockeysville, Maryland, US"
1570,Smith Hanley Associates,Staffing and Recruiting,1-10,"Southport, CT, US"
1571,"eHealth, Inc.",Insurance,501-1000,"Santa Clara, California, US"
1572,Mercy Health,Hospitals and Health Care,1000+,"Cincinnati, Ohio, US"
1573,MultiCare Health System,Hospitals and Health Care,1000+,"Tacoma, WA, US"
1574,New Resources Consulting,IT Services and IT Consulting,11-50,"Milwaukee, Wisconsin, US"
1575,Orange County Government,Government Administration,501-1000,"Orlando, Florida, US"
1576,Biotage,Biotechnology Research,201-500,"Uppsala, 0, SE"
1577,Harris County,Government Administration,1000+,"0, 0, US"
1578,"PENN Entertainment, Inc",Gambling Facilities and Casinos,1000+,"Wyomissing, Pennsylvania, US"
1579,HurixDigital,IT Services and IT Consulting,201-500,"Mumbai, Maharashtra, IN"
1580,Mindteck,IT Services and IT Consulting,501-1000,"Bangalore, Karnataka, IN"
1581,Aggreko,Utilities,501-1000,"Dumbarton, 0, GB"
1582,Aston Carter,Staffing and Recruiting,501-1000,"0, 0, 0"
1583,Beam Suntory,Beverage Manufacturing,501-1000,"New York, NY, US"
1584,Constant Contact,Advertising Services,501-1000,"Waltham, MA, US"
1585,Acronis,Software Development,501-1000,"Schaffhausen, Switzerland, CH"
1586,Adventist HealthCare,Hospitals and Health Care,501-1000,"Gaithersburg, MD, US"
1587,Management Sciences for Health,Non-profit Organizations,501-1000,"Medford, Massachusetts, US"
1588,City of Indianapolis,Government Administration,501-1000,"Indianapolis, Indiana, US"
1589,Empire Today,Retail,501-1000,"Northlake, IL, US"
1590,Kao Corporation,Personal Care Product Manufacturing,1000+,"Tokyo, Kanto, JP"
1591,Modine Manufacturing Company,Manufacturing,1000+,"Racine, WI, US"
1592,Optiver,Financial Services,501-1000,"Amsterdam, 0, NL"
1593,Frost,Financial Services,501-1000,"San Antonio, Texas, US"
1594,Hiscox,Insurance,501-1000,"Hamilton, 0, BM"
1595,Nexon America,Computer Games,51-200,"El Segundo, California, US"
1596,Parkland Health,Hospitals and Health Care,1000+,"Dallas, Texas, US"
1597,Accruent,Software Development,501-1000,"Austin, TX, US"
1598,TransPerfect,Translation and Localization,501-1000,"New York, NY, US"
1599,Systems Planning & Analysis,Defense and Space Manufacturing,501-1000,"Alexandria, VA, US"
1600,Conair LLC,Manufacturing,501-1000,"Stamford, CT, US"
1601,Integra LifeSciences,Medical Equipment Manufacturing,501-1000,"Princeton, New Jersey, US"
1602,Ledgent,Staffing and Recruiting,51-200,"Orange, CA, US"
1603,"McLane Company, Inc.",Truck Transportation,1000+,"Temple, Texas, US"
1604,Zimmerman Advertising,Advertising Services,201-500,"Fort Lauderdale, FL, US"
1605,"HKS, Inc.",Architecture and Planning,501-1000,"Dallas, Texas, US"
1606,Skechers,Retail,1000+,"Manhattan Beach, California, US"
1607,ELEKS,IT Services and IT Consulting,501-1000,"Tallinn, Harju maakond, EE"
1608,Cambrex,Pharmaceutical Manufacturing,501-1000,"East Rutherford, New Jersey, US"
1609,Constellation Brands,Food and Beverage Services,501-1000,"Victor, NY, US"
1610,Opportunity International,Non-profit Organizations,1000+,"Chicago, Illinois, US"
1611,Regeneron,Biotechnology Research,1000+,"Tarrytown, New York, US"
1612,Leadership Institute,Political Organizations,11-50,"Arlington, VA, US"
1613,ValueLabs,IT Services and IT Consulting,501-1000,"Hyderabad, Telangana, IN"
1614,Contra Costa County,Government Administration,1000+,"Martinez, California, US"
1615,Devereux Advanced Behavioral Health,Mental Health Care,501-1000,"Villanova, PA, US"
1616,"Gordon Rees Scully Mansukhani, LLP",Law Practice,501-1000,"San Francisco, CA, US"
1617,Harris Computer,Software Development,1000+,"Ottawa, Ontario, CA"
1618,Greif,Packaging and Containers Manufacturing,1000+,"Delaware, Ohio, US"
1619,Excelacom,IT Services and IT Consulting,201-500,"Reston, Virginia, US"
1620,World Learning,Non-profit Organizations,501-1000,"Washington, DC, US"
1621,Signet Jewelers,Retail,1000+,"Akron, Ohio, US"
1622,Brose Group,Motor Vehicle Manufacturing,1000+,"Coburg, 0, DE"
1623,Jackson Lewis P.C.,Law Practice,501-1000,"New York, NY., US"
1624,MarketAxess,Financial Services,201-500,"New York, NY, US"
1625,Oakland University,Higher Education,501-1000,"Rochester, Michigan, US"
1626,Portland General Electric,Utilities,501-1000,"Portland, OR, US"
1627,TranSystems,Civil Engineering,501-1000,"Kansas City, MO, US"
1628,Trigyn Technologies,IT Services and IT Consulting,501-1000,"Mumbai, 0, IN"
1629,ArisGlobal,Software Development,501-1000,"Waltham, Massachusetts, US"
1630,CoBank,Banking,501-1000,"Greenwood Village, CO, US"
1631,Magna International,Motor Vehicle Manufacturing,1000+,"Aurora, Ontario, CA"
1632,Stepan Company,Chemical Manufacturing,501-1000,"Northbrook, Illinois, US"
1633,ZOLL Medical Corporation,Medical Equipment Manufacturing,501-1000,"MA, 01824, US"
1634,WiseTech Global,Software Development,501-1000,"Alexandria, New South Wales, AU"
1635,ABF Freight,Truck Transportation,1000+,"Fort Smith, Arkansas, US"
1636,Spirit AeroSystems,Aviation and Aerospace Component Manufacturing,1000+,"3801 S Oliver St, Wichita, KS, US"
1637,PING,Retail,201-500,"Phoenix, AZ, US"
1638,Prime Therapeutics,Insurance,501-1000,"Eagan, MN, US"
1639,United States Olympic & Paralympic Committee,Spectator Sports,51-200,"Colorado Springs, Colorado, US"
1640,Burns & Levinson LLP,Law Practice,51-200,"Boston, MA, US"
1641,Community Health Network,Hospitals and Health Care,1000+,"Indianapolis, IN, US"
1642,Eliassen Group,Business Consulting and Services,501-1000,"Reading, MA, US"
1643,Freudenberg Sealing Technologies,Manufacturing,1000+,"Weinheim, 0, DE"
1644,Lesley University,Higher Education,201-500,"Cambridge, MA, US"
1645,Marathon Petroleum Corporation,Oil and Gas,1000+,"Findlay, Ohio, US"
1646,Bluegreen Vacations,Hospitality,501-1000,"Boca Raton, FL, US"
1647,Zegna,Retail Luxury Goods and Jewelry,501-1000,"Milan, Lombardy, IT"
1648,Hach,Environmental Services,501-1000,"Loveland, Colorado, US"
1649,International Atomic Energy Agency (IAEA),International Affairs,501-1000,"Vienna, 0, AT"
1650,Apex IT,IT Services and IT Consulting,11-50,"Cottage Grove, MN, US"
1651,Mortenson,Construction,501-1000,"Minneapolis, Minnesota, US"
1652,Mozilla,Software Development,201-500,"San Francisco, CA, US"
1653,expand group,Staffing and Recruiting,1-10,"Brighton, 0, GB"
1654,BECU,Banking,501-1000,"Tukwila, WA, US"
1655,"Wheels, Inc.",Financial Services,501-1000,"Des Plaines, IL, US"
1656,Expro,Oil and Gas,501-1000,"Houston, Texas, US"
1657,Builders FirstSource,Wholesale Building Materials,1000+,"Irving, TX, US"
1658,CES,IT Services and IT Consulting,501-1000,"Bolingbrook, Illinois, US"
1659,Dematic,Truck Transportation,1000+,"Atlanta, Georgia, US"
1660,Western Governors University,Higher Education,501-1000,"Salt Lake City, UT, US"
1661,LensCrafters,Retail Apparel and Fashion,1000+,"Cincinnati, Ohio, US"
1662,The Mars Agency,Advertising Services,201-500,"Southfield, MI, US"
1663,RadNet,Hospitals and Health Care,501-1000,"Los Angeles, California, US"
1664,SANS Institute,Computer and Network Security,51-200,"Rockville, Maryland, US"
1665,Volvo Financial Services,Financial Services,501-1000,"Greensboro, North Carolina, OO"
1666,"Softworld, a Kelly Company",Staffing and Recruiting,501-1000,"Waltham, MA, US"
1667,AvalonBay Communities,Real Estate,501-1000,"Arlington, Virginia, US"
1668,Aéropostale,Retail,1000+,"New York, 0, US"
1669,Carters Inc.,Retail Apparel and Fashion,1000+,"Atlanta, Georgia, US"
1670,Dallas Fort Worth International Airport (DFW),Airlines and Aviation,501-1000,"DFW Airport, TX, US"
1671,CJ Logistics America,Truck Transportation,501-1000,"Des Plaines, Illinois, US"
1672,Wiley Rein LLP,Law Practice,201-500,"Washington, District of Columbia, US"
1673,VisitBritain,Travel Arrangements,11-50,"London, England, GB"
1674,Lhoist,Mining,501-1000,"Limelette, Walloon Region, BE"
1675,Printpack,Packaging and Containers Manufacturing,501-1000,"Atlanta, GA, US"
1676,Academy Sports + Outdoors,Retail,1000+,"Katy, Texas, US"
1677,Cascades,Packaging and Containers Manufacturing,1000+,"Kingsey Falls, Québec, CA"
1678,Staff Management | SMX,Staffing and Recruiting,201-500,"Chicago, Illinois, US"
1679,Wildlife Conservation Society,Non-profit Organizations,501-1000,"Bronx, New York, US"
1680,Solomon Page,Staffing and Recruiting,501-1000,"New York, NY, US"
1681,RWJBarnabas Health,Hospitals and Health Care,1000+,"West Orange, New Jersey, US"
1682,KARL STORZ United States,Medical Equipment Manufacturing,501-1000,"El Segundo, California, US"
1683,GIA (Gemological Institute of America),Non-profit Organizations,501-1000,"Carlsbad, California, US"
1684,Clean Harbors,Environmental Services,1000+,"Norwell, MA, US"
1685,Denver Health,Hospitals and Health Care,501-1000,"Denver, CO, US"
1686,CSI,IT Services and IT Consulting,501-1000,"Paducah, KY, US"
1687,Transurban,Truck Transportation,501-1000,"Melbourne, Victoria, AU"
1688,American Modern Insurance Group,Insurance,501-1000,"Cincinnati, OH, US"
1689,Perry Ellis International,Retail Apparel and Fashion,201-500,"Doral, FL, US"
1690,P.F. Chang's,Restaurants,1000+,"Scottsdale, Arizona, US"
1691,East West Bank,Banking,501-1000,"Pasadena, CA, US"
1692,Newegg,Retail,501-1000,"City of Industry, California, US"
1693,Armanino LLP,Accounting,501-1000,"San Ramon, CA, US"
1694,AVEVA,Software Development,501-1000,"Cambridge, 0, GB"
1695,Susan G. Komen,Non-profit Organizations,51-200,"Dallas, Texas, US"
1696,Zeno Group,Public Relations and Communications Services,201-500,"New York, NY, US"
1697,Avangrid,Utilities,501-1000,"Orange, Connecticut, US"
1698,Erie Insurance Group,Insurance,501-1000,"Erie, PA, US"
1699,Tommy Bahama,Retail Apparel and Fashion,501-1000,"Seattle, Washington, US"
1700,Eastern Bank,Banking,501-1000,"Boston, Massachusetts, US"
1701,Comrise,Staffing and Recruiting,11-50,"Woodbridge Township, New Jersey, US"
1702,McLean Hospital,Mental Health Care,501-1000,"Belmont, MA, US"
1703,"Movado Group, Inc",Retail Luxury Goods and Jewelry,501-1000,"Paramus, New Jersey, US"
1704,Jefferson Health,Hospitals and Health Care,501-1000,"Philadelphia, PA, US"
1705,Peterson's,Education Administration Programs,11-50,"Denver, Colorado, US"
1706,Selective Insurance,Insurance,501-1000,"Branchville, NJ, US"
1707,Batesville,Manufacturing,501-1000,"Batesville, Indiana, US"
1708,Butler University,Higher Education,501-1000,"Indianapolis, in, US"
1709,Profiles,Staffing and Recruiting,11-50,"Baltimore, MD, US"
1710,Renaissance Learning,Primary and Secondary Education,501-1000,"Wisconsin Rapids, WI, US"
1711,Scripps Health,Hospitals and Health Care,1000+,"San Diego, California, US"
1712,Tampa Electric,Utilities,501-1000,"Tampa, FL, US"
1713,Inditex,Retail,1000+,"Arteixo, A Coruña, ES"
1714,Universal Instruments Corporation,"Appliances, Electrical, and Electronics Manufacturing",201-500,"Conklin, NY, US"
1715,"Jockey International, Inc.",Retail,501-1000,"Kenosha, WI, US"
1716,Metropolitan State University of Denver,Higher Education,501-1000,"Denver, Colorado, US"
1717,"Trinity Industries, Inc.",Truck Transportation,1000+,"Dallas, Texas, US"
1718,EDB,Software Development,201-500,"Bedford, MA, US"
1719,Hannaford Supermarkets,Retail,1000+,"Scarborough, Maine, US"
1720,HealthStream,Software Development,201-500,"Nashville, TN, US"
1721,Performance Food Group,Food and Beverage Services,1000+,"Richmond, VA, US"
1722,Baptist Health,Hospitals and Health Care,1000+,"Coral Gables, Florida, US"
1723,City of Palo Alto,Government Administration,501-1000,"Palo Alto, California, US"
1724,Ansira,Advertising Services,501-1000,"St. Louis, MO, US"
1725,RED Global,IT Services and IT Consulting,51-200,"London, Greater London, GB"
1726,"FUJIFILM Sonosite, Inc.",Medical Equipment Manufacturing,201-500,"Bothell, WA, US"
1727,Tripadvisor,Software Development,501-1000,"Needham, MA, US"
1728,Kimpton Hotels & Restaurants,Hospitality,501-1000,"San Francisco, CA, US"
1729,Humanscale,Furniture and Home Furnishings Manufacturing,501-1000,"New York, 0, US"
1730,Designit,Design Services,201-500,"Copenhagen, 0, DK"
1731,Dimensional Fund Advisors,Financial Services,501-1000,"Austin, TX, US"
1732,Westgate Resorts,Hospitality,501-1000,"Orlando, Florida, US"
1733,Graham Packaging,Packaging and Containers Manufacturing,501-1000,"Lancaster, PA, US"
1734,ENGIE North America Inc.,Renewable Energy Semiconductor Manufacturing,501-1000,"Houston, Texas, US"
1735,Pacific International Executive Search,Staffing and Recruiting,11-50,"Wimbledon, London, England, GB"
1736,Formica Group North America,Wholesale Building Materials,501-1000,"Cincinnati, Ohio, US"
1737,AmeriGas,Oil and Gas,501-1000,"King of Prussia, Pennsylvania, US"
1738,Arriva Group,Truck Transportation,1000+,"Sunderland, North East, GB"
1739,Hilton Grand Vacations,Hospitality,1000+,"Orlando, FL, US"
1740,Texas Tech University Health Sciences Center,Higher Education,501-1000,"Lubbock, Texas, US"
1741,"JELD-WEN, Inc.",Wholesale Building Materials,1000+,"Charlotte, North Carolina, US"
1742,Kleinfelder,Civil Engineering,501-1000,"San Diego, California, US"
1743,Ontex,Manufacturing,501-1000,"Aalst-Erembodegem, East Flanders, BE"
1744,Acushnet Company,Manufacturing,501-1000,"Fairhaven, MA, US"
1745,Ambu A/S,Medical Equipment Manufacturing,501-1000,"Ballerup, 0, DK"
1746,DISYS,IT Services and IT Consulting,501-1000,"McLean, VA, US"
1747,"Neudesic, an IBM Company",IT Services and IT Consulting,501-1000,"Irvine, CA, US"
1748,FreshDirect,Food and Beverage Services,501-1000,"Bronx, New York, US"
1749,Hong Kong Trade Development Council,International Trade and Development,501-1000,"Wan Chai, Hong Kong, HK"
1750,1-800 CONTACTS,Retail,501-1000,"Draper, Utah, US"
1751,Molina Healthcare,Hospitals and Health Care,1000+,"Long Beach, California, US"
1752,LA Fitness,Wellness and Fitness Services,1000+,"Irvine, California, US"
1753,Boingo Wireless,Telecommunications,51-200,"Los Angeles, California, US"
1754,Boston Technology Corporation,IT Services and IT Consulting,11-50,"Marlborough, Massachusetts, US"
1755,Copart,Motor Vehicle Manufacturing,501-1000,"Dallas, TX, US"
1756,"Choate, Hall & Stewart LLP",Law Practice,51-200,"Boston, MA, US"
1757,SPS Commerce,IT Services and IT Consulting,501-1000,"Minneapolis, MN, US"
1758,Downstate Health Sciences University,Hospitals and Health Care,501-1000,"Brooklyn, New York, US"
1759,The Hunter Group Associates,Hospitality,51-200,"Chicago, IL, US"
1760,University of Advancing Technology,Higher Education,11-50,"Tempe, az, US"
1761,Windward Consulting,IT Services and IT Consulting,11-50,"Herndon, Virginia, US"
1762,"Miracle Software Systems, Inc",IT Services and IT Consulting,501-1000,"Novi, Michigan, US"
1763,Mount Carmel Health System,Hospitals and Health Care,1000+,"Columbus, Ohio, US"
1764,U.S. International Development Finance Corporation,International Trade and Development,51-200,"Washington, DC, US"
1765,Colorado School of Mines,Higher Education,501-1000,"Golden, CO, US"
1766,Tractor Supply Company,Retail,1000+,"Brentwood, TN, US"
1767,Prosegur,Security and Investigations,1000+,"Madrid, Madrid, ES"
1768,LivaNova,Medical Equipment Manufacturing,501-1000,"London, 0, GB"
1769,La Petite Academy,Education Administration Programs,1000+,"0, 0, US"
1770,Learning Care Group,Education Administration Programs,1000+,"Novi, MI, US"
1771,Bodycote,Motor Vehicle Manufacturing,501-1000,"Macclesfield, Cheshire, GB"
1772,Spirit Airlines,Airlines and Aviation,1000+,"Miramar, FL, US"
1773,Synechron,Financial Services,1000+,"New York, NY, US"
1774,Percepta,Outsourcing and Offshoring Consulting,501-1000,"Dearborn, Michigan, US"
1775,Pima County,Government Administration,501-1000,"Tucson, AZ, US"
1776,Schweitzer Engineering Laboratories (SEL),Utilities,501-1000,"Pullman, WA, US"
1777,Micro Center,Retail,501-1000,"Hilliard, OH, US"
1778,Ambient Consulting,IT Services and IT Consulting,51-200,"Minnetonka, Minnesota, US"
1779,Tesla,Motor Vehicle Manufacturing,1000+,"Austin, Texas, US"
1780,Abiomed,Medical Equipment Manufacturing,501-1000,"Danvers, MA, US"
1781,SEGULA Technologies,IT Services and IT Consulting,1000+,"Nanterre, Ile de France, FR"
1782,Colonial Pipeline Company,Oil and Gas,501-1000,"Atlanta, GA, US"
1783,Crunch Fitness,Wellness and Fitness Services,501-1000,"New York, NY, US"
1784,AECOM,Civil Engineering,1000+,"Dallas, Texas, US"
1785,Wesleyan University,Higher Education,201-500,"Middletown, CT, US"
1786,Telesat,Telecommunications,51-200,"Ottawa, Ontario, CA"
1787,Total Quality Logistics,Truck Transportation,501-1000,"Cincinnati, Ohio, US"
1788,Interstate Batteries,Manufacturing,501-1000,"Dallas, Texas, US"
1789,Extra Space Storage,Real Estate,501-1000,"Salt Lake City, UT, US"
1790,Trammell Crow Residential,Real Estate,201-500,"Dallas, TX, US"
1791,Buckman,Chemical Manufacturing,501-1000,"Memphis, Tennessee, US"
1792,PCL Construction,Construction,501-1000,"Edmonton, Alberta, CA"
1793,Protegrity,Computer and Network Security,51-200,"Stamford, Connecticut, US"
1794,Rinker Materials,Wholesale Building Materials,1000+,"0, 0, US"
1795,Sartorius,Biotechnology Research,1000+,"Göttingen, Lower Saxony, DE"
1796,Page,Architecture and Planning,501-1000,"Washington, DC, US"
1797,Liberty Tax,Accounting,51-200,"Hurst, Texas, US"
1798,Stericycle,Hospitals and Health Care,1000+,"Bannockburn, Illinois, US"
1799,Detroit Public Schools Community District,Education Administration Programs,501-1000,"Detroit, Michigan, US"
1800,Guggenheim Partners,Financial Services,501-1000,"New York, New York, US"
1801,Unishippers,Truck Transportation,501-1000,"Dallas, Texas, US"
1802,Wellstar Health System,Hospitals and Health Care,1000+,"Marietta, Georgia, US"
1803,Akerman LLP,Law Practice,501-1000,"United States, 0, US"
1804,Nitto Avecia,Pharmaceutical Manufacturing,201-500,"Milford, MA, US"
1805,LanguageLine Solutions,Translation and Localization,1000+,"Monterey, CA, US"
1806,EDF Trading,Oil and Gas,201-500,"London, London, GB"
1807,Missouri State University,Higher Education,501-1000,"Springfield, MO, US"
1808,National Association of Manufacturers - NAM,Government Relations Services,11-50,"Washington, DC, US"
1809,Questex,Information Services,51-200,"New York, NY, US"
1810,Temasek,Financial Services,201-500,"Singapore, 0, SG"
1811,The Brattle Group,Business Consulting and Services,51-200,"Boston, MA, US"
1812,Campari Group,Beverage Manufacturing,501-1000,"Sesto San Giovanni, Milan, IT"
1813,Association for Talent Development (ATD),Human Resources Services,11-50,"Alexandria, VA, US"
1814,Beazley,Insurance,501-1000,"London, 0, GB"
1815,DRW,Financial Services,501-1000,"Chicago, IL, US"
1816,American National Bank of Texas,Banking,51-200,"Terrell, TX, US"
1817,Confluence,Software Development,201-500,"Pittsburgh, PA, US"
1818,SmithGroup,Architecture and Planning,501-1000,"Detroit, MI, US"
1819,YPO,Non-profit Organizations,51-200,"Irving, Texas, US"
1820,Travelzoo,"Technology, Information and Internet",51-200,"New York, NY, US"
1821,LEONI,Motor Vehicle Manufacturing,1000+,"Nürnberg, 0, DE"
1822,NovaCare Rehabilitation,Hospitals and Health Care,1000+,"0, 0, US"
1823,PlainsCapital Bank,Banking,501-1000,"Dallas, Texas, US"
1824,Pharmavite,Manufacturing,501-1000,"West Hills, CA, US"
1825,Piedmont,Hospitals and Health Care,1000+,"Atlanta, Georgia, US"
1826,Qualitest,IT Services and IT Consulting,501-1000,"London, 0, GB"
1827,ICMA - International City/County Management Association,Non-profit Organizations,11-50,"Washington, DC, US"
1828,Matlen Silver,IT Services and IT Consulting,501-1000,"Somerville, New Jersey, US"
1829,Massachusetts Port Authority,Government Administration,501-1000,"Boston, MA, US"
1830,Northside Hospital,Hospitals and Health Care,1000+,"Atlanta, GA, US"
1831,Omya,Mining,501-1000,"CH-4665, Oftringen, CH"
1832,Ford Foundation,Non-profit Organizations,51-200,"New York, New York, US"
1833,Safilo,Retail Apparel and Fashion,501-1000,"Padova, 0, IT"
1834,Saksoft,IT Services and IT Consulting,501-1000,"Chennai, Tamil Nadu, IN"
1835,Fender Musical Instruments Corporation,Musicians,501-1000,"Los Angeles, CA, US"
1836,"firstPRO, Inc",Staffing and Recruiting,11-50,"Philadelphia, Pennsylvania, US"
1837,Chicago Transit Authority,Truck Transportation,1000+,"Chicago, IL, US"
1838,AbelsonTaylor Group,Advertising Services,51-200,"Chicago, Illinois, US"
1839,American National,Insurance,501-1000,"Galveston, Texas, US"
1840,Curia,Pharmaceutical Manufacturing,501-1000,"Albany, NY, US"
1841,ZoomInfo,Software Development,501-1000,"Vancouver, Washington, US"
1842,Party City,Retail,1000+,"Woodcliff Lake, NJ, US"
1843,WestEd,Research Services,201-500,"San Francisco, CA, US"
1844,Strategic Solutions,Business Consulting and Services,51-200,"0, 0, US"
1845,Fox Rothschild,Law Practice,501-1000,"Philadelphia, PA, US"
1846,Glenmark Pharmaceuticals,Pharmaceutical Manufacturing,1000+,"Mumbai, Maharashtra, IN"
1847,LearningMate,E-Learning Providers,501-1000,"Princeton, New Jersey, US"
1848,"LanceSoft, Inc.",IT Services and IT Consulting,501-1000,"Herndon, Virginia, US"
1849,Cross Country Healthcare,Staffing and Recruiting,501-1000,"Boca Raton, FL, US"
1850,Brightcove,Online Audio and Video Media,201-500,"Boston, Massachusetts, US"
1851,Nemours,Hospitals and Health Care,501-1000,"Jacksonville, Florida, US"
1852,CompTIA,Higher Education,51-200,"Downers Grove, IL, US"
1853,CorVel Corporation,Insurance,501-1000,"Irvine, CA, US"
1854,AAA Club Alliance,Consumer Services,501-1000,"Wilmington, Delaware, US"
1855,WakeMed,Hospitals and Health Care,501-1000,"Raleigh, NC, US"
1856,Theory,Retail Apparel and Fashion,201-500,"New York, NY, US"
