user_skill_id,user_id,skill_id,proficiency_level,acquired_date
79,23,26,Expert,2011-01-01
80,24,14,Beginner,2024-01-01
81,24,15,Beginner,2024-01-01
82,24,12,Beginner,2024-01-01
83,24,23,Beginner,2024-01-01
84,25,14,Advanced,2016-01-01
85,25,15,Advanced,2016-01-01
86,25,12,Advanced,2016-01-01
87,25,23,Advanced,2016-01-01
88,26,35,Expert,1998-01-01
89,26,18,Expert,1998-01-01
90,26,8,Expert,1998-01-01
91,26,32,Expert,1998-01-01
92,27,14,Advanced,2014-01-01
93,27,15,Advanced,2014-01-01
94,27,12,Advanced,2014-01-01
95,27,23,Advanced,2014-01-01
96,28,34,Advanced,2014-01-01
97,28,28,Advanced,2014-01-01
98,28,24,Advanced,2014-01-01
99,28,17,Advanced,2014-01-01
100,29,13,Expert,2000-01-01
101,29,17,Expert,2000-01-01
102,29,34,Expert,2000-01-01
103,30,35,Expert,2002-01-01
104,30,18,Expert,2002-01-01
105,30,8,Expert,2002-01-01
106,30,32,Expert,2002-01-01
107,31,15,Advanced,2017-01-01
108,31,23,Advanced,2017-01-01
109,31,14,Advanced,2017-01-01
110,32,13,Advanced,2015-01-01
111,32,17,Advanced,2015-01-01
112,32,34,Advanced,2015-01-01
113,33,15,Advanced,2014-01-01
114,33,23,Advanced,2014-01-01
115,33,14,Advanced,2014-01-01
116,34,34,Expert,2005-01-01
117,34,17,Expert,2005-01-01
118,34,24,Expert,2005-01-01
119,35,14,Intermediate,2018-01-01
120,35,15,Intermediate,2018-01-01
121,35,12,Intermediate,2018-01-01
122,35,23,Intermediate,2018-01-01
123,36,14,Intermediate,2018-01-01
124,36,15,Intermediate,2018-01-01
125,36,12,Intermediate,2018-01-01
126,36,23,Intermediate,2018-01-01
127,37,34,Intermediate,2021-01-01
128,37,17,Intermediate,2021-01-01
129,37,24,Intermediate,2021-01-01
130,38,34,Beginner,2022-01-01
131,38,17,Beginner,2022-01-01
132,38,24,Beginner,2022-01-01
133,39,14,Intermediate,2018-01-01
134,39,15,Intermediate,2018-01-01
135,39,12,Intermediate,2018-01-01
136,39,23,Intermediate,2018-01-01
137,40,34,Advanced,2014-01-01
138,40,28,Advanced,2014-01-01
139,40,24,Advanced,2014-01-01
140,40,17,Advanced,2014-01-01
141,41,15,Beginner,2023-01-01
142,41,23,Beginner,2023-01-01
143,41,14,Beginner,2023-01-01
144,42,15,Beginner,2023-01-01
145,42,23,Beginner,2023-01-01
146,42,14,Beginner,2023-01-01
147,43,15,Beginner,2023-01-01
148,43,23,Beginner,2023-01-01
149,43,14,Beginner,2023-01-01
150,44,34,Advanced,2015-01-01
151,44,28,Advanced,2015-01-01
152,44,24,Advanced,2015-01-01
153,44,17,Advanced,2015-01-01
154,45,15,Advanced,2012-01-01
155,45,23,Advanced,2012-01-01
156,45,14,Advanced,2012-01-01
157,46,16,Expert,2001-01-01
158,46,17,Expert,2001-01-01
159,46,26,Expert,2001-01-01
160,47,34,Advanced,2014-01-01
161,47,28,Advanced,2014-01-01
162,47,24,Advanced,2014-01-01
163,47,17,Advanced,2014-01-01
164,48,14,Advanced,2016-01-01
165,48,15,Advanced,2016-01-01
166,48,12,Advanced,2016-01-01
167,48,23,Advanced,2016-01-01
168,49,34,Expert,2010-01-01
169,49,28,Expert,2010-01-01
170,49,24,Expert,2010-01-01
171,49,17,Expert,2010-01-01
172,50,15,Beginner,2023-01-01
173,50,23,Beginner,2023-01-01
174,50,14,Beginner,2023-01-01
175,51,15,Expert,2001-01-01
176,51,23,Expert,2001-01-01
177,51,14,Expert,2001-01-01
178,52,15,Beginner,2022-01-01
179,52,23,Beginner,2022-01-01
180,52,14,Beginner,2022-01-01
181,53,34,Advanced,2015-01-01
182,53,28,Advanced,2015-01-01
183,53,24,Advanced,2015-01-01
184,53,17,Advanced,2015-01-01
185,54,13,Advanced,2014-01-01
186,54,17,Advanced,2014-01-01
187,54,34,Advanced,2014-01-01
188,55,34,Intermediate,2019-01-01
189,55,28,Intermediate,2019-01-01
190,55,24,Intermediate,2019-01-01
191,55,17,Intermediate,2019-01-01
192,56,16,Expert,2009-01-01
193,56,17,Expert,2009-01-01
194,56,26,Expert,2009-01-01
195,57,34,Advanced,2015-01-01
196,57,28,Advanced,2015-01-01
197,57,24,Advanced,2015-01-01
198,57,17,Advanced,2015-01-01
199,58,15,Intermediate,2020-01-01
200,58,23,Intermediate,2020-01-01
201,58,14,Intermediate,2020-01-01
202,59,15,Advanced,2014-01-01
203,59,23,Advanced,2014-01-01
204,59,14,Advanced,2014-01-01
205,60,33,Advanced,2017-01-01
206,60,35,Advanced,2017-01-01
207,60,8,Advanced,2017-01-01
208,60,27,Advanced,2017-01-01
209,61,33,Advanced,2015-01-01
210,61,35,Advanced,2015-01-01
211,61,8,Advanced,2015-01-01
212,61,27,Advanced,2015-01-01
213,62,15,Advanced,2014-01-01
214,62,23,Advanced,2014-01-01
215,62,14,Advanced,2014-01-01
216,63,16,Expert,1995-01-01
217,63,17,Expert,1995-01-01
218,63,26,Expert,1995-01-01
219,64,34,Expert,1996-01-01
220,64,28,Expert,1996-01-01
221,64,24,Expert,1996-01-01
222,64,17,Expert,1996-01-01
223,65,13,Expert,2007-01-01
224,65,17,Expert,2007-01-01
225,65,34,Expert,2007-01-01
226,66,35,Expert,2003-01-01
227,66,18,Expert,2003-01-01
228,66,8,Expert,2003-01-01
229,66,32,Expert,2003-01-01
230,67,33,Intermediate,2018-01-01
231,67,35,Intermediate,2018-01-01
232,67,8,Intermediate,2018-01-01
233,67,27,Intermediate,2018-01-01
234,68,14,Expert,1999-01-01
235,68,15,Expert,1999-01-01
236,68,12,Expert,1999-01-01
237,68,23,Expert,1999-01-01
238,69,14,Intermediate,2019-01-01
239,69,15,Intermediate,2019-01-01
240,69,12,Intermediate,2019-01-01
241,69,23,Intermediate,2019-01-01
242,70,14,Beginner,2022-01-01
243,70,15,Beginner,2022-01-01
244,70,12,Beginner,2022-01-01
245,70,23,Beginner,2022-01-01
246,71,34,Expert,2004-01-01
247,71,28,Expert,2004-01-01
248,71,24,Expert,2004-01-01
249,71,17,Expert,2004-01-01
250,72,14,Intermediate,2018-01-01
251,72,15,Intermediate,2018-01-01
252,72,12,Intermediate,2018-01-01
253,72,23,Intermediate,2018-01-01
254,73,14,Beginner,2023-01-01
255,73,15,Beginner,2023-01-01
256,73,12,Beginner,2023-01-01
257,73,23,Beginner,2023-01-01
258,74,14,Advanced,2014-01-01
259,74,15,Advanced,2014-01-01
260,74,12,Advanced,2014-01-01
261,74,23,Advanced,2014-01-01
262,75,15,Intermediate,2019-01-01
263,75,23,Intermediate,2019-01-01
264,75,14,Intermediate,2019-01-01
265,76,33,Advanced,2013-01-01
266,76,35,Advanced,2013-01-01
267,76,8,Advanced,2013-01-01
268,76,27,Advanced,2013-01-01
269,77,34,Expert,2008-01-01
270,77,28,Expert,2008-01-01
271,77,24,Expert,2008-01-01
272,77,17,Expert,2008-01-01
273,78,16,Expert,2007-01-01
274,78,17,Expert,2007-01-01
275,78,26,Expert,2007-01-01
276,79,16,Expert,2008-01-01
277,79,17,Expert,2008-01-01
278,79,26,Expert,2008-01-01
279,80,32,Expert,2008-01-01
280,80,26,Expert,2008-01-01
281,80,7,Expert,2008-01-01
282,81,15,Advanced,2014-01-01
283,81,23,Advanced,2014-01-01
284,81,14,Advanced,2014-01-01
285,82,14,Intermediate,2018-01-01
286,82,15,Intermediate,2018-01-01
287,82,12,Intermediate,2018-01-01
288,82,23,Intermediate,2018-01-01
289,83,34,Expert,2000-01-01
290,83,28,Expert,2000-01-01
291,83,24,Expert,2000-01-01
292,83,17,Expert,2000-01-01
293,84,14,Expert,2007-01-01
294,84,15,Expert,2007-01-01
295,84,12,Expert,2007-01-01
296,84,23,Expert,2007-01-01
297,85,33,Intermediate,2019-01-01
298,85,35,Intermediate,2019-01-01
299,85,8,Intermediate,2019-01-01
300,85,27,Intermediate,2019-01-01
301,86,33,Expert,1987-01-01
302,86,35,Expert,1987-01-01
303,86,8,Expert,1987-01-01
304,86,27,Expert,1987-01-01
305,87,34,Intermediate,2021-01-01
306,87,17,Intermediate,2021-01-01
307,87,24,Intermediate,2021-01-01
308,88,15,Advanced,2014-01-01
309,88,23,Advanced,2014-01-01
310,88,14,Advanced,2014-01-01
311,89,13,Advanced,2013-01-01
312,89,17,Advanced,2013-01-01
313,89,34,Advanced,2013-01-01
314,90,34,Advanced,2015-01-01
315,90,28,Advanced,2015-01-01
316,90,24,Advanced,2015-01-01
317,90,17,Advanced,2015-01-01
318,91,13,Expert,2002-01-01
319,91,17,Expert,2002-01-01
320,91,34,Expert,2002-01-01
321,92,34,Advanced,2013-01-01
322,92,28,Advanced,2013-01-01
323,92,24,Advanced,2013-01-01
324,92,17,Advanced,2013-01-01
325,93,34,Advanced,2013-01-01
326,93,28,Advanced,2013-01-01
327,93,24,Advanced,2013-01-01
328,93,17,Advanced,2013-01-01
329,94,13,Expert,2003-01-01
330,94,17,Expert,2003-01-01
331,94,34,Expert,2003-01-01
332,95,34,Advanced,2012-01-01
333,95,28,Advanced,2012-01-01
334,95,24,Advanced,2012-01-01
335,95,17,Advanced,2012-01-01
336,96,16,Expert,2008-01-01
337,96,17,Expert,2008-01-01
338,96,26,Expert,2008-01-01
339,97,34,Intermediate,2020-01-01
340,97,28,Intermediate,2020-01-01
341,97,24,Intermediate,2020-01-01
342,97,17,Intermediate,2020-01-01
343,98,34,Intermediate,2019-01-01
344,98,28,Intermediate,2019-01-01
345,98,24,Intermediate,2019-01-01
346,98,17,Intermediate,2019-01-01
347,99,34,Expert,1986-01-01
348,99,28,Expert,1986-01-01
349,99,24,Expert,1986-01-01
350,99,17,Expert,1986-01-01
351,100,15,Expert,2007-01-01
352,100,23,Expert,2007-01-01
353,100,14,Expert,2007-01-01
354,101,32,Advanced,2017-01-01
355,101,26,Advanced,2017-01-01
356,101,7,Advanced,2017-01-01
357,102,14,Beginner,2023-01-01
358,102,15,Beginner,2023-01-01
359,102,12,Beginner,2023-01-01
360,102,23,Beginner,2023-01-01
361,103,15,Beginner,2023-01-01
362,103,23,Beginner,2023-01-01
363,103,14,Beginner,2023-01-01
364,104,14,Expert,2008-01-01
365,104,15,Expert,2008-01-01
366,104,12,Expert,2008-01-01
367,104,23,Expert,2008-01-01
368,105,13,Expert,2007-01-01
369,105,17,Expert,2007-01-01
370,105,34,Expert,2007-01-01
371,106,35,Expert,1994-01-01
372,106,18,Expert,1994-01-01
373,106,8,Expert,1994-01-01
374,106,32,Expert,1994-01-01
375,107,16,Expert,1996-01-01
376,107,17,Expert,1996-01-01
377,107,26,Expert,1996-01-01
378,108,34,Intermediate,2018-01-01
379,108,28,Intermediate,2018-01-01
380,108,24,Intermediate,2018-01-01
381,108,17,Intermediate,2018-01-01
382,109,14,Beginner,2022-01-01
383,109,15,Beginner,2022-01-01
384,109,12,Beginner,2022-01-01
385,109,23,Beginner,2022-01-01
386,110,15,Beginner,2023-01-01
387,110,23,Beginner,2023-01-01
388,110,14,Beginner,2023-01-01
389,111,13,Expert,2001-01-01
390,111,17,Expert,2001-01-01
391,111,34,Expert,2001-01-01
392,112,15,Advanced,2015-01-01
393,112,23,Advanced,2015-01-01
394,112,14,Advanced,2015-01-01
395,113,35,Expert,2001-01-01
396,113,18,Expert,2001-01-01
397,113,8,Expert,2001-01-01
398,113,32,Expert,2001-01-01
399,114,15,Intermediate,2018-01-01
400,114,23,Intermediate,2018-01-01
401,114,14,Intermediate,2018-01-01
402,115,14,Advanced,2012-01-01
403,115,15,Advanced,2012-01-01
404,115,12,Advanced,2012-01-01
405,115,23,Advanced,2012-01-01
406,116,34,Advanced,2012-01-01
407,116,28,Advanced,2012-01-01
408,116,24,Advanced,2012-01-01
409,116,17,Advanced,2012-01-01
410,117,35,Expert,2010-01-01
411,117,18,Expert,2010-01-01
412,117,8,Expert,2010-01-01
413,117,32,Expert,2010-01-01
414,118,34,Advanced,2014-01-01
415,118,28,Advanced,2014-01-01
416,118,24,Advanced,2014-01-01
417,118,17,Advanced,2014-01-01
418,119,15,Advanced,2017-01-01
419,119,23,Advanced,2017-01-01
420,119,14,Advanced,2017-01-01
421,120,35,Expert,1999-01-01
422,120,18,Expert,1999-01-01
423,120,8,Expert,1999-01-01
424,120,32,Expert,1999-01-01
425,121,14,Advanced,2014-01-01
426,121,15,Advanced,2014-01-01
427,121,12,Advanced,2014-01-01
428,121,23,Advanced,2014-01-01
429,122,34,Advanced,2016-01-01
430,122,28,Advanced,2016-01-01
431,122,24,Advanced,2016-01-01
432,122,17,Advanced,2016-01-01
433,123,14,Advanced,2017-01-01
434,123,15,Advanced,2017-01-01
435,123,12,Advanced,2017-01-01
436,123,23,Advanced,2017-01-01
437,124,16,Expert,2001-01-01
438,124,17,Expert,2001-01-01
439,124,26,Expert,2001-01-01
440,125,34,Advanced,2012-01-01
441,125,28,Advanced,2012-01-01
442,125,24,Advanced,2012-01-01
443,125,17,Advanced,2012-01-01
444,126,14,Intermediate,2019-01-01
445,126,15,Intermediate,2019-01-01
446,126,12,Intermediate,2019-01-01
447,126,23,Intermediate,2019-01-01
448,127,13,Expert,1984-01-01
449,127,17,Expert,1984-01-01
450,127,34,Expert,1984-01-01
451,128,34,Beginner,2024-01-01
452,128,17,Beginner,2024-01-01
453,128,24,Beginner,2024-01-01
454,129,15,Intermediate,2021-01-01
455,129,23,Intermediate,2021-01-01
456,129,14,Intermediate,2021-01-01
457,130,33,Expert,2008-01-01
458,130,35,Expert,2008-01-01
459,130,8,Expert,2008-01-01
460,130,27,Expert,2008-01-01
461,131,14,Expert,2006-01-01
462,131,15,Expert,2006-01-01
463,131,12,Expert,2006-01-01
464,131,23,Expert,2006-01-01
465,132,34,Expert,2008-01-01
466,132,28,Expert,2008-01-01
467,132,24,Expert,2008-01-01
468,132,17,Expert,2008-01-01
469,133,34,Intermediate,2020-01-01
470,133,28,Intermediate,2020-01-01
471,133,24,Intermediate,2020-01-01
472,133,17,Intermediate,2020-01-01
473,134,34,Advanced,2012-01-01
474,134,28,Advanced,2012-01-01
475,134,24,Advanced,2012-01-01
476,134,17,Advanced,2012-01-01
477,135,32,Advanced,2016-01-01
478,135,26,Advanced,2016-01-01
479,135,7,Advanced,2016-01-01
480,136,33,Advanced,2017-01-01
481,136,35,Advanced,2017-01-01
482,136,8,Advanced,2017-01-01
483,136,27,Advanced,2017-01-01
484,137,33,Expert,2006-01-01
485,137,35,Expert,2006-01-01
486,137,8,Expert,2006-01-01
487,137,27,Expert,2006-01-01
488,138,34,Expert,2007-01-01
489,138,28,Expert,2007-01-01
490,138,24,Expert,2007-01-01
491,138,17,Expert,2007-01-01
492,139,34,Intermediate,2018-01-01
493,139,28,Intermediate,2018-01-01
494,139,24,Intermediate,2018-01-01
495,139,17,Intermediate,2018-01-01
496,140,32,Advanced,2012-01-01
497,140,26,Advanced,2012-01-01
498,140,7,Advanced,2012-01-01
499,141,15,Advanced,2014-01-01
500,141,23,Advanced,2014-01-01
501,141,14,Advanced,2014-01-01
502,142,14,Advanced,2015-01-01
503,142,15,Advanced,2015-01-01
504,142,12,Advanced,2015-01-01
505,142,23,Advanced,2015-01-01
506,143,14,Expert,2005-01-01
507,143,15,Expert,2005-01-01
508,143,12,Expert,2005-01-01
509,143,23,Expert,2005-01-01
510,144,14,Intermediate,2019-01-01
511,144,15,Intermediate,2019-01-01
512,144,12,Intermediate,2019-01-01
513,144,23,Intermediate,2019-01-01
514,145,34,Advanced,2015-01-01
515,145,28,Advanced,2015-01-01
516,145,24,Advanced,2015-01-01
517,145,17,Advanced,2015-01-01
518,146,14,Advanced,2016-01-01
519,146,15,Advanced,2016-01-01
520,146,12,Advanced,2016-01-01
521,146,23,Advanced,2016-01-01
522,147,15,Intermediate,2018-01-01
523,147,23,Intermediate,2018-01-01
524,147,14,Intermediate,2018-01-01
525,148,35,Expert,2003-01-01
526,148,18,Expert,2003-01-01
527,148,8,Expert,2003-01-01
528,148,32,Expert,2003-01-01
529,149,15,Advanced,2017-01-01
530,149,23,Advanced,2017-01-01
531,149,14,Advanced,2017-01-01
532,150,15,Beginner,2023-01-01
533,150,23,Beginner,2023-01-01
534,150,14,Beginner,2023-01-01
535,151,14,Expert,2004-01-01
536,151,15,Expert,2004-01-01
537,151,12,Expert,2004-01-01
538,151,23,Expert,2004-01-01
539,152,34,Advanced,2014-01-01
540,152,28,Advanced,2014-01-01
541,152,24,Advanced,2014-01-01
542,152,17,Advanced,2014-01-01
543,153,34,Expert,2011-01-01
544,153,17,Expert,2011-01-01
545,153,24,Expert,2011-01-01
546,154,15,Expert,2004-01-01
547,154,23,Expert,2004-01-01
548,154,14,Expert,2004-01-01
549,155,34,Advanced,2015-01-01
550,155,28,Advanced,2015-01-01
551,155,24,Advanced,2015-01-01
552,155,17,Advanced,2015-01-01
553,156,33,Advanced,2014-01-01
554,156,35,Advanced,2014-01-01
555,156,8,Advanced,2014-01-01
556,156,27,Advanced,2014-01-01
557,157,33,Advanced,2014-01-01
558,157,35,Advanced,2014-01-01
559,157,8,Advanced,2014-01-01
560,157,27,Advanced,2014-01-01
561,158,14,Advanced,2015-01-01
562,158,15,Advanced,2015-01-01
563,158,12,Advanced,2015-01-01
564,158,23,Advanced,2015-01-01
565,159,34,Expert,2009-01-01
566,159,28,Expert,2009-01-01
567,159,24,Expert,2009-01-01
568,159,17,Expert,2009-01-01
569,160,34,Intermediate,2018-01-01
570,160,17,Intermediate,2018-01-01
571,160,24,Intermediate,2018-01-01
572,161,14,Beginner,2022-01-01
573,161,15,Beginner,2022-01-01
574,161,12,Beginner,2022-01-01
575,161,23,Beginner,2022-01-01
576,162,14,Intermediate,2018-01-01
577,162,15,Intermediate,2018-01-01
578,162,12,Intermediate,2018-01-01
579,162,23,Intermediate,2018-01-01
580,163,14,Intermediate,2019-01-01
581,163,15,Intermediate,2019-01-01
582,163,12,Intermediate,2019-01-01
583,163,23,Intermediate,2019-01-01
584,164,13,Advanced,2012-01-01
585,164,17,Advanced,2012-01-01
586,164,34,Advanced,2012-01-01
587,165,14,Beginner,2023-01-01
588,165,15,Beginner,2023-01-01
589,165,12,Beginner,2023-01-01
590,165,23,Beginner,2023-01-01
591,166,35,Expert,2003-01-01
592,166,18,Expert,2003-01-01
593,166,8,Expert,2003-01-01
594,166,32,Expert,2003-01-01
595,167,14,Expert,2011-01-01
596,167,15,Expert,2011-01-01
597,167,12,Expert,2011-01-01
598,167,23,Expert,2011-01-01
599,168,34,Advanced,2012-01-01
600,168,28,Advanced,2012-01-01
601,168,24,Advanced,2012-01-01
602,168,17,Advanced,2012-01-01
603,169,34,Advanced,2012-01-01
604,169,28,Advanced,2012-01-01
605,169,24,Advanced,2012-01-01
606,169,17,Advanced,2012-01-01
607,170,14,Advanced,2016-01-01
608,170,15,Advanced,2016-01-01
609,170,12,Advanced,2016-01-01
610,170,23,Advanced,2016-01-01
611,171,14,Intermediate,2018-01-01
612,171,15,Intermediate,2018-01-01
613,171,12,Intermediate,2018-01-01
614,171,23,Intermediate,2018-01-01
615,172,34,Beginner,2023-01-01
616,172,17,Beginner,2023-01-01
617,172,24,Beginner,2023-01-01
618,173,15,Expert,2011-01-01
619,173,23,Expert,2011-01-01
620,173,14,Expert,2011-01-01
621,174,15,Advanced,2012-01-01
622,174,23,Advanced,2012-01-01
623,174,14,Advanced,2012-01-01
624,175,34,Advanced,2015-01-01
625,175,28,Advanced,2015-01-01
626,175,24,Advanced,2015-01-01
627,175,17,Advanced,2015-01-01
628,176,14,Expert,2005-01-01
629,176,15,Expert,2005-01-01
630,176,12,Expert,2005-01-01
631,176,23,Expert,2005-01-01
632,177,14,Intermediate,2020-01-01
633,177,15,Intermediate,2020-01-01
634,177,12,Intermediate,2020-01-01
635,177,23,Intermediate,2020-01-01
636,178,15,Beginner,2023-01-01
637,178,23,Beginner,2023-01-01
638,178,14,Beginner,2023-01-01
639,179,34,Expert,2000-01-01
640,179,28,Expert,2000-01-01
641,179,24,Expert,2000-01-01
642,179,17,Expert,2000-01-01
643,180,15,Beginner,2022-01-01
644,180,23,Beginner,2022-01-01
645,180,14,Beginner,2022-01-01
646,181,14,Advanced,2017-01-01
647,181,15,Advanced,2017-01-01
648,181,12,Advanced,2017-01-01
649,181,23,Advanced,2017-01-01
650,182,14,Advanced,2015-01-01
651,182,15,Advanced,2015-01-01
652,182,12,Advanced,2015-01-01
653,182,23,Advanced,2015-01-01
654,183,34,Intermediate,2020-01-01
655,183,17,Intermediate,2020-01-01
656,183,24,Intermediate,2020-01-01
657,184,15,Intermediate,2019-01-01
658,184,23,Intermediate,2019-01-01
659,184,14,Intermediate,2019-01-01
660,185,33,Intermediate,2019-01-01
661,185,35,Intermediate,2019-01-01
662,185,8,Intermediate,2019-01-01
663,185,27,Intermediate,2019-01-01
664,186,14,Advanced,2016-01-01
665,186,15,Advanced,2016-01-01
666,186,12,Advanced,2016-01-01
667,186,23,Advanced,2016-01-01
668,187,35,Expert,2003-01-01
669,187,18,Expert,2003-01-01
670,187,8,Expert,2003-01-01
671,187,32,Expert,2003-01-01
672,188,16,Expert,1988-01-01
673,188,17,Expert,1988-01-01
674,188,26,Expert,1988-01-01
675,189,33,Advanced,2014-01-01
676,189,35,Advanced,2014-01-01
677,189,8,Advanced,2014-01-01
678,189,27,Advanced,2014-01-01
679,190,13,Expert,2003-01-01
680,190,17,Expert,2003-01-01
681,190,34,Expert,2003-01-01
682,191,35,Expert,1990-01-01
683,191,18,Expert,1990-01-01
684,191,8,Expert,1990-01-01
685,191,32,Expert,1990-01-01
686,192,14,Advanced,2017-01-01
687,192,15,Advanced,2017-01-01
688,192,12,Advanced,2017-01-01
689,192,23,Advanced,2017-01-01
690,193,33,Advanced,2016-01-01
691,193,35,Advanced,2016-01-01
692,193,8,Advanced,2016-01-01
693,193,27,Advanced,2016-01-01
694,194,14,Advanced,2017-01-01
695,194,15,Advanced,2017-01-01
696,194,12,Advanced,2017-01-01
697,194,23,Advanced,2017-01-01
698,195,35,Expert,2002-01-01
699,195,18,Expert,2002-01-01
700,195,8,Expert,2002-01-01
701,195,32,Expert,2002-01-01
702,196,14,Advanced,2016-01-01
703,196,15,Advanced,2016-01-01
704,196,12,Advanced,2016-01-01
705,196,23,Advanced,2016-01-01
706,197,15,Advanced,2014-01-01
707,197,23,Advanced,2014-01-01
708,197,14,Advanced,2014-01-01
709,198,33,Advanced,2013-01-01
710,198,35,Advanced,2013-01-01
711,198,8,Advanced,2013-01-01
712,198,27,Advanced,2013-01-01
713,199,33,Expert,2010-01-01
714,199,35,Expert,2010-01-01
715,199,8,Expert,2010-01-01
716,199,27,Expert,2010-01-01
717,200,33,Advanced,2015-01-01
718,200,35,Advanced,2015-01-01
719,200,8,Advanced,2015-01-01
720,200,27,Advanced,2015-01-01
721,201,33,Intermediate,2018-01-01
722,201,35,Intermediate,2018-01-01
723,201,8,Intermediate,2018-01-01
724,201,27,Intermediate,2018-01-01
725,202,33,Advanced,2017-01-01
726,202,35,Advanced,2017-01-01
727,202,8,Advanced,2017-01-01
728,202,27,Advanced,2017-01-01
729,203,14,Intermediate,2019-01-01
730,203,15,Intermediate,2019-01-01
731,203,12,Intermediate,2019-01-01
732,203,23,Intermediate,2019-01-01
733,204,15,Expert,2009-01-01
734,204,23,Expert,2009-01-01
735,204,14,Expert,2009-01-01
736,205,13,Expert,2007-01-01
737,205,17,Expert,2007-01-01
738,205,34,Expert,2007-01-01
739,206,34,Advanced,2014-01-01
740,206,28,Advanced,2014-01-01
741,206,24,Advanced,2014-01-01
742,206,17,Advanced,2014-01-01
743,207,14,Intermediate,2020-01-01
744,207,15,Intermediate,2020-01-01
745,207,12,Intermediate,2020-01-01
746,207,23,Intermediate,2020-01-01
747,208,15,Advanced,2016-01-01
748,208,23,Advanced,2016-01-01
749,208,14,Advanced,2016-01-01
750,209,13,Intermediate,2019-01-01
751,209,17,Intermediate,2019-01-01
752,209,34,Intermediate,2019-01-01
753,210,13,Expert,2007-01-01
754,210,17,Expert,2007-01-01
755,210,34,Expert,2007-01-01
756,211,34,Expert,2010-01-01
757,211,28,Expert,2010-01-01
758,211,24,Expert,2010-01-01
759,211,17,Expert,2010-01-01
760,212,33,Advanced,2012-01-01
761,212,35,Advanced,2012-01-01
762,212,8,Advanced,2012-01-01
763,212,27,Advanced,2012-01-01
764,213,34,Advanced,2017-01-01
765,213,28,Advanced,2017-01-01
766,213,24,Advanced,2017-01-01
767,213,17,Advanced,2017-01-01
768,214,16,Expert,2008-01-01
769,214,17,Expert,2008-01-01
770,214,26,Expert,2008-01-01
771,215,14,Advanced,2016-01-01
772,215,15,Advanced,2016-01-01
773,215,12,Advanced,2016-01-01
774,215,23,Advanced,2016-01-01
775,216,35,Expert,2008-01-01
776,216,18,Expert,2008-01-01
777,216,8,Expert,2008-01-01
778,216,32,Expert,2008-01-01
779,217,34,Advanced,2015-01-01
